Usia,Jenis_Kelamin,Pendidikan_Terakhir,Pekerjaan,Status_Perkawinan,Jumlah_Anak,Penghasilan_Bulanan,Kota_Tinggal,NIK
69,Laki-laki,SD,Pengangguran,Kawin,3,11176592,Cisaat,7306669929204320
5,Perempuan,SMP,Petani,Cerai,2,11168855,Cibadak,2559735396964174
59,Perempuan,Sarjana,Pengangguran,Kawin,4,3286028,Sukabumi,2651791866518619
67,Laki-laki,SD,Petani,Cerai,2,7871090,Sukabumi,6148185031829227
13,Laki-laki,SD,Pengangguran,Kawin,2,1623281,Pelabuhan Ratu,8875068372060388
87,Laki-laki,Pascasarjana,Dokter,Kawin,0,13207457,Sukabumi,8655379617111507
89,Laki-laki,Pascasarjana,Pengangguran,Belum Kawin,2,19807188,Cibadak,7674428573394624
32,Perempuan,Pascasarjana,Pelajar,Cerai,4,1252991,Jampang,8250886783186801
55,Laki-laki,Diploma,Guru,Kawin,3,6492715,Parungkuda,8313041219500432
12,Laki-laki,SMA,Petani,Cerai,4,10559097,Parungkuda,6598451926099881
61,Perempuan,Sarjana,Guru,Belum Kawin,4,7566759,Cisaat,1361904345210112
72,Perempuan,Diploma,Guru,Belum Kawin,0,9947946,Pelabuhan Ratu,2918496464200258
16,Perempuan,Diploma,Pelajar,Belum Kawin,4,10371293,Cisaat,8773703745766270
63,Perempuan,Pascasarjana,Pegawai Negeri,Cerai,2,12191473,Parungkuda,0273971152651754
81,Perempuan,Diploma,Pengangguran,Belum Kawin,2,18601703,Cibadak,4188726432543612
9,Perempuan,Diploma,Pengangguran,Cerai,5,1802203,Pelabuhan Ratu,2278315010574177
48,Laki-laki,SD,Guru,Cerai,2,5322313,Pelabuhan Ratu,2863050332332588
26,Laki-laki,SMP,Pengangguran,Belum Kawin,3,12185330,Cibadak,0647808068521380
51,Laki-laki,Sarjana,Dokter,Kawin,5,13679622,Jampang,2158418315775661
30,Laki-laki,SD,Pengangguran,Kawin,2,9339979,Cibadak,7790537025162168
29,Laki-laki,Pascasarjana,Petani,Kawin,4,17916699,Parungkuda,1113530272887798
50,Perempuan,Diploma,Guru,Kawin,1,18812473,Cisaat,5945297690566196
63,Perempuan,Diploma,Pelajar,Cerai,0,10129465,Jampang,9070649488426831
56,Laki-laki,SD,Kuli,Kawin,1,13020887,Pelabuhan Ratu,5274602803926729
57,Laki-laki,Sarjana,Petani,Belum Kawin,1,16703337,Sukabumi,4213858390145996
64,Laki-laki,SD,Dokter,Belum Kawin,5,11657323,Sukabumi,4084336244784544
9,Perempuan,SMA,Pengangguran,Belum Kawin,4,19369783,Cisaat,6758413330125165
12,Laki-laki,SMP,Guru,Cerai,3,12407996,Jampang,9302563654606128
65,Laki-laki,SMP,Petani,Cerai,2,4100529,Jampang,2207260682137870
2,Laki-laki,SMP,Kuli,Cerai,2,15589313,Cisaat,9073043467775764
78,Perempuan,Diploma,Pengangguran,Kawin,3,2648525,Jampang,9004034387092915
74,Laki-laki,SMP,Petani,Kawin,4,16710643,Cibadak,4362630583798407
38,Laki-laki,SD,Guru,Belum Kawin,1,17675198,Cisaat,3872451366912014
89,Perempuan,SD,Petani,Cerai,2,1251836,Sukabumi,5483205158375850
61,Perempuan,Diploma,Pelajar,Cerai,5,13643176,Cibadak,7970693844193524
8,Laki-laki,SD,Petani,Belum Kawin,1,11557954,Cisaat,2143787179295375
0,Perempuan,SD,Dokter,Cerai,2,2047131,Cibadak,5926556199960929
36,Laki-laki,SMP,Petani,Kawin,2,15907347,Parungkuda,9683521702216777
49,Perempuan,Sarjana,Dokter,Kawin,0,6623108,Parungkuda,0264676055049619
89,Perempuan,Pascasarjana,Kuli,Kawin,0,4811809,Pelabuhan Ratu,9405667839608028
40,Perempuan,SMA,Pengangguran,Cerai,2,12687688,Cisaat,6243066042594444
75,Laki-laki,SD,Petani,Cerai,3,19014614,Sukabumi,1564058418345194
50,Laki-laki,Sarjana,Pegawai Negeri,Belum Kawin,5,9983679,Cibadak,2393342002661191
14,Laki-laki,SMP,Kuli,Cerai,0,14373937,Cibadak,1779324787413603
28,Laki-laki,Diploma,Kuli,Kawin,2,1653705,Cisaat,4141864052272004
25,Laki-laki,Diploma,Pelajar,Belum Kawin,2,6183455,Cibadak,2657948714087539
33,Laki-laki,Pascasarjana,Kuli,Belum Kawin,5,8905782,Parungkuda,0587846257306179
63,Perempuan,SMP,Pelajar,Kawin,2,14182938,Parungkuda,6911027720820337
21,Perempuan,Diploma,Petani,Belum Kawin,3,19395024,Cibadak,1469115868655669
15,Perempuan,SMA,Pengangguran,Kawin,3,1670364,Parungkuda,0334865962798390
1,Laki-laki,SMA,Pegawai Negeri,Cerai,4,7179645,Parungkuda,7593671468169792
2,Laki-laki,Diploma,Guru,Cerai,0,14332064,Cibadak,6440462126757820
33,Laki-laki,Pascasarjana,Pengangguran,Cerai,5,18577600,Pelabuhan Ratu,3040916696986369
83,Laki-laki,Sarjana,Guru,Cerai,5,10604647,Sukabumi,3517485015875008
79,Laki-laki,SD,Dokter,Cerai,0,17839707,Parungkuda,4621865718673912
71,Laki-laki,SD,Pengangguran,Cerai,3,19696879,Cibadak,2165894878619967
29,Laki-laki,Sarjana,Petani,Belum Kawin,0,8313670,Cibadak,1609512581419118
10,Perempuan,Diploma,Petani,Belum Kawin,1,18644438,Jampang,3140731777970082
79,Perempuan,SMP,Pelajar,Kawin,3,16790519,Pelabuhan Ratu,5544265587096063
4,Laki-laki,SD,Pegawai Negeri,Belum Kawin,1,15460324,Cisaat,6586310544166716
48,Laki-laki,SMP,Pengangguran,Cerai,4,15721669,Sukabumi,1712194913977586
4,Perempuan,SMP,Dokter,Belum Kawin,0,17637159,Cisaat,6626320453665183
47,Laki-laki,SMA,Dokter,Belum Kawin,4,3229125,Cibadak,9961055156762085
15,Perempuan,SMA,Guru,Kawin,0,15890403,Jampang,0247266270261853
89,Laki-laki,Sarjana,Guru,Cerai,2,11325907,Parungkuda,0508871742085575
47,Perempuan,Sarjana,Dokter,Kawin,3,10552589,Sukabumi,6364837256312312
77,Laki-laki,SD,Pelajar,Cerai,2,18155923,Cisaat,2094869921366467
51,Perempuan,SMP,Petani,Cerai,2,5014712,Pelabuhan Ratu,2349683367832701
10,Laki-laki,SMA,Pelajar,Belum Kawin,4,17983871,Sukabumi,2834221388961371
76,Laki-laki,SMA,Pengangguran,Cerai,0,11340366,Cibadak,0111543268852811
46,Laki-laki,SD,Dokter,Cerai,1,6969800,Pelabuhan Ratu,9430671122184409
79,Laki-laki,SD,Pegawai Negeri,Kawin,2,13470678,Cibadak,6006329778274535
33,Laki-laki,SMP,Kuli,Cerai,4,10251207,Cibadak,8311981090664416
12,Perempuan,Diploma,Petani,Belum Kawin,0,7444518,Sukabumi,6921693296544326
38,Laki-laki,SMP,Guru,Belum Kawin,2,17848132,Cisaat,0476330538645554
84,Perempuan,Diploma,Pegawai Negeri,Cerai,5,14791726,Parungkuda,5129988505935609
35,Perempuan,SMA,Dokter,Cerai,2,8047197,Sukabumi,6394211357016412
24,Perempuan,Sarjana,Guru,Belum Kawin,3,5353027,Pelabuhan Ratu,6502361286263127
51,Laki-laki,Diploma,Pelajar,Cerai,5,10850714,Sukabumi,4078645277990232
71,Laki-laki,SMA,Pengangguran,Cerai,4,11326460,Sukabumi,9308623308983979
47,Laki-laki,Sarjana,Kuli,Kawin,1,8298134,Sukabumi,3226853607134735
15,Perempuan,SD,Guru,Kawin,3,9893197,Jampang,3390624148159698
69,Laki-laki,Pascasarjana,Pengangguran,Kawin,2,11495475,Sukabumi,1919405197381260
21,Perempuan,Diploma,Kuli,Cerai,5,16891985,Cisaat,8455506791456239
84,Perempuan,Sarjana,Petani,Kawin,0,10815797,Cibadak,9805795639358541
22,Perempuan,Sarjana,Guru,Belum Kawin,5,18557917,Parungkuda,4085243444688572
88,Perempuan,Sarjana,Pegawai Negeri,Kawin,0,10500939,Jampang,1155234176470031
40,Perempuan,SD,Pelajar,Kawin,2,19119651,Cisaat,6767207126106419
26,Laki-laki,SMP,Pelajar,Kawin,0,17120844,Parungkuda,7578758895144602
71,Perempuan,Pascasarjana,Kuli,Cerai,1,9162653,Pelabuhan Ratu,2489581647549126
36,Laki-laki,Sarjana,Pelajar,Belum Kawin,3,11502614,Cisaat,7529932905558424
84,Laki-laki,SMA,Pegawai Negeri,Belum Kawin,5,12413642,Cisaat,6915703082761535
74,Perempuan,Sarjana,Guru,Kawin,3,16328740,Parungkuda,3451475893276280
89,Laki-laki,Pascasarjana,Pengangguran,Cerai,0,16040353,Pelabuhan Ratu,4084583972185776
78,Laki-laki,Diploma,Petani,Cerai,3,14234562,Cisaat,6957224026497971
4,Perempuan,Pascasarjana,Pelajar,Cerai,5,10455309,Parungkuda,7685852297053072
88,Laki-laki,SMA,Dokter,Kawin,1,4454065,Jampang,0319093976114066
15,Laki-laki,SMA,Pelajar,Belum Kawin,4,11075745,Jampang,7637974457909214
24,Perempuan,Sarjana,Guru,Belum Kawin,5,2879654,Jampang,6457968831454717
53,Laki-laki,SD,Pegawai Negeri,Kawin,1,6511903,Parungkuda,9205597431325570
80,Perempuan,SMA,Guru,Belum Kawin,3,1909921,Parungkuda,8984636844140184
62,Perempuan,SD,Pegawai Negeri,Cerai,5,17027901,Pelabuhan Ratu,9620893201186280
50,Perempuan,SD,Kuli,Cerai,0,13221922,Sukabumi,3898977210282282
69,Perempuan,Pascasarjana,Pegawai Negeri,Kawin,3,3136428,Pelabuhan Ratu,2511009529880758
35,Perempuan,Diploma,Guru,Kawin,1,1405202,Jampang,7736828061734229
9,Laki-laki,Sarjana,Pelajar,Kawin,5,17849514,Cibadak,9294082031643086
64,Laki-laki,SMP,Dokter,Belum Kawin,2,936368,Pelabuhan Ratu,6557525919115915
40,Laki-laki,SMP,Petani,Belum Kawin,1,8808505,Pelabuhan Ratu,9956811814998852
22,Laki-laki,Diploma,Guru,Cerai,4,10881133,Sukabumi,8266298890120526
40,Perempuan,SMP,Pelajar,Belum Kawin,5,885416,Pelabuhan Ratu,8957419854648954
31,Laki-laki,SMP,Pelajar,Belum Kawin,2,14933246,Sukabumi,6913994619664381
25,Perempuan,Diploma,Pegawai Negeri,Kawin,4,3266807,Cisaat,4296412125658621
16,Laki-laki,SMA,Pelajar,Kawin,0,16939336,Cibadak,8734530800370199
7,Laki-laki,Sarjana,Petani,Belum Kawin,0,14592528,Cisaat,4492484322830030
1,Laki-laki,Sarjana,Guru,Belum Kawin,3,3090480,Jampang,2338495597333817
87,Laki-laki,Sarjana,Pelajar,Belum Kawin,3,6004560,Cibadak,7387286861659251
72,Laki-laki,SD,Pegawai Negeri,Kawin,2,18451843,Cibadak,5446476310731620
54,Laki-laki,SMA,Guru,Cerai,0,18740523,Cisaat,1419083348966193
23,Laki-laki,Diploma,Pengangguran,Belum Kawin,5,10423351,Jampang,0511376945643884
63,Laki-laki,Diploma,Petani,Cerai,2,5530830,Cibadak,5297521980909849
35,Perempuan,SMP,Kuli,Kawin,5,8184757,Cibadak,0574492260205313
32,Perempuan,Diploma,Dokter,Kawin,0,13744004,Cibadak,6452267442605970
48,Laki-laki,Sarjana,Kuli,Kawin,3,732786,Cibadak,4267460257821705
3,Perempuan,SD,Dokter,Cerai,3,18136381,Cisaat,4386034217420789
24,Perempuan,SD,Pegawai Negeri,Kawin,5,14569752,Sukabumi,4264188525351898
10,Laki-laki,SMP,Kuli,Belum Kawin,0,10705401,Jampang,5035552917364685
71,Perempuan,Pascasarjana,Dokter,Kawin,5,18799328,Jampang,3238546679304426
34,Laki-laki,Pascasarjana,Petani,Cerai,3,8508839,Cisaat,7494914406435486
42,Perempuan,Diploma,Pengangguran,Kawin,0,2492291,Cibadak,6911546958596506
52,Laki-laki,Sarjana,Dokter,Belum Kawin,0,13191667,Jampang,9100593996066560
27,Perempuan,Sarjana,Guru,Kawin,2,7726948,Pelabuhan Ratu,0519640112644685
54,Perempuan,SD,Pelajar,Kawin,3,12675485,Cisaat,0793293425207883
50,Laki-laki,Pascasarjana,Pelajar,Kawin,4,733805,Pelabuhan Ratu,3584080495538812
77,Perempuan,Pascasarjana,Kuli,Cerai,5,19268035,Sukabumi,4770419429551475
79,Laki-laki,Sarjana,Pelajar,Kawin,3,12718383,Cibadak,2029069218368660
40,Laki-laki,SMA,Guru,Belum Kawin,4,4986027,Pelabuhan Ratu,0077079400995077
19,Laki-laki,Sarjana,Petani,Belum Kawin,0,8463896,Sukabumi,9181747527128763
19,Laki-laki,Diploma,Guru,Belum Kawin,1,18653349,Cisaat,7850457435234035
72,Laki-laki,Sarjana,Pegawai Negeri,Cerai,1,16237575,Cisaat,9201947036107943
86,Laki-laki,Sarjana,Dokter,Kawin,0,4264938,Cisaat,9657473385463823
77,Perempuan,SMA,Kuli,Cerai,0,18453783,Cisaat,8292104416461343
70,Laki-laki,Pascasarjana,Guru,Kawin,2,18999173,Jampang,6002634829398211
2,Laki-laki,SD,Pengangguran,Cerai,1,16246498,Parungkuda,0290047662707880
22,Laki-laki,Pascasarjana,Pegawai Negeri,Kawin,1,15923722,Pelabuhan Ratu,1492920209224122
87,Laki-laki,Sarjana,Petani,Cerai,0,7894588,Pelabuhan Ratu,6219976354477047
56,Perempuan,SMA,Kuli,Belum Kawin,3,4754988,Cibadak,2741672346483998
3,Laki-laki,Diploma,Guru,Belum Kawin,1,2339695,Jampang,2743248842212744
64,Laki-laki,Diploma,Pengangguran,Kawin,3,15512843,Sukabumi,0497782399002985
63,Laki-laki,Pascasarjana,Kuli,Belum Kawin,2,6295251,Cibadak,6707903643635631
16,Laki-laki,Diploma,Kuli,Belum Kawin,0,3750435,Cibadak,9731621865696780
10,Perempuan,SMA,Pengangguran,Cerai,3,15528300,Sukabumi,8409338073112198
42,Perempuan,SD,Pegawai Negeri,Belum Kawin,4,12125178,Parungkuda,6468506610526469
39,Laki-laki,SMA,Kuli,Belum Kawin,2,7818446,Sukabumi,5838282379186596
65,Perempuan,SMP,Guru,Belum Kawin,1,16166929,Parungkuda,1997064354318158
18,Perempuan,Sarjana,Dokter,Kawin,0,12128936,Jampang,2984581247287017
0,Perempuan,Diploma,Petani,Belum Kawin,1,6223490,Sukabumi,2239291081225217
6,Laki-laki,SD,Guru,Cerai,4,13036033,Parungkuda,2520535307044444
18,Perempuan,Diploma,Dokter,Cerai,4,6365142,Jampang,6943875612013742
36,Laki-laki,Sarjana,Guru,Belum Kawin,3,13180009,Cisaat,0519479296380700
14,Laki-laki,Sarjana,Guru,Cerai,3,14709151,Cibadak,0947354374096046
24,Perempuan,Pascasarjana,Dokter,Kawin,3,8382870,Pelabuhan Ratu,0303674949168295
30,Laki-laki,Sarjana,Kuli,Belum Kawin,2,7668242,Sukabumi,9813999110130182
61,Perempuan,Pascasarjana,Guru,Belum Kawin,2,1193254,Cibadak,6681531898185597
7,Perempuan,SMP,Dokter,Kawin,1,15354237,Jampang,2001168050085688
55,Perempuan,SMA,Pelajar,Kawin,0,17362756,Jampang,0974459939339202
60,Perempuan,Pascasarjana,Guru,Belum Kawin,2,9855121,Sukabumi,8410643132384317
12,Laki-laki,Sarjana,Pelajar,Kawin,2,12441428,Sukabumi,9458374386568716
86,Laki-laki,SMA,Dokter,Cerai,4,7523760,Parungkuda,9030315190777183
21,Laki-laki,Pascasarjana,Kuli,Belum Kawin,3,12401065,Cisaat,3389449787370587
73,Perempuan,SD,Guru,Cerai,5,19936186,Parungkuda,9816620501658805
35,Perempuan,Diploma,Guru,Kawin,1,4790329,Cisaat,1641142085629937
14,Perempuan,Pascasarjana,Guru,Kawin,1,5728666,Sukabumi,7389052616877585
56,Perempuan,Pascasarjana,Pegawai Negeri,Kawin,4,13039355,Sukabumi,1102461334104242
1,Laki-laki,Diploma,Kuli,Kawin,5,14220960,Cibadak,0318410749089086
26,Perempuan,SMA,Kuli,Cerai,2,17206001,Pelabuhan Ratu,5267599067032701
63,Perempuan,Diploma,Petani,Kawin,0,5267969,Parungkuda,6292568795649503
16,Perempuan,Diploma,Petani,Cerai,0,6444438,Cisaat,2441643785198762
88,Perempuan,SD,Pegawai Negeri,Cerai,2,2587193,Sukabumi,8520764456312656
21,Perempuan,Pascasarjana,Kuli,Belum Kawin,1,13336225,Sukabumi,9484985082945461
57,Laki-laki,Pascasarjana,Pelajar,Cerai,2,19377833,Sukabumi,8234802728733906
80,Laki-laki,SD,Petani,Kawin,0,14163583,Parungkuda,8171575312676065
1,Laki-laki,SD,Pengangguran,Cerai,4,12118751,Cibadak,4742323103152669
6,Perempuan,SMP,Kuli,Cerai,0,7785700,Jampang,4589984383725505
5,Perempuan,SMP,Guru,Kawin,4,15926068,Parungkuda,8279488230326027
42,Perempuan,Diploma,Pegawai Negeri,Cerai,3,19205334,Sukabumi,6732046310796169
13,Perempuan,SMP,Pelajar,Belum Kawin,5,16994228,Pelabuhan Ratu,6827385898867119
76,Perempuan,Pascasarjana,Guru,Belum Kawin,5,6053141,Pelabuhan Ratu,9739636629171997
78,Perempuan,Sarjana,Pengangguran,Cerai,4,10048199,Sukabumi,6883179259247333
80,Laki-laki,SD,Dokter,Kawin,1,10785826,Jampang,5966373666365965
53,Laki-laki,SD,Guru,Cerai,1,2358233,Parungkuda,6583220783342483
32,Perempuan,SD,Kuli,Cerai,3,6346427,Sukabumi,4687570926482380
48,Perempuan,SMP,Pengangguran,Kawin,0,4182997,Pelabuhan Ratu,9294577205171033
83,Perempuan,SD,Kuli,Kawin,2,6683552,Cisaat,3635415269072073
72,Laki-laki,Diploma,Kuli,Cerai,2,10613277,Sukabumi,4401460065086069
83,Laki-laki,SMP,Dokter,Kawin,4,16826187,Jampang,9380523251341567
26,Laki-laki,SD,Pegawai Negeri,Belum Kawin,0,16789170,Jampang,7867177048982721
6,Laki-laki,SMP,Kuli,Belum Kawin,4,18684439,Jampang,9569570445840042
36,Perempuan,SMP,Kuli,Belum Kawin,4,1850949,Cisaat,1630009357715846
33,Perempuan,SMA,Kuli,Cerai,0,15330190,Cibadak,9150049191347429
11,Laki-laki,SD,Petani,Cerai,4,15995658,Pelabuhan Ratu,9964325509553146
84,Perempuan,SD,Petani,Belum Kawin,0,18438398,Sukabumi,4536055488400945
41,Laki-laki,Diploma,Petani,Belum Kawin,4,18808156,Sukabumi,4384975517198642
2,Perempuan,Pascasarjana,Petani,Belum Kawin,0,8407556,Sukabumi,8828098646471526
14,Perempuan,Sarjana,Petani,Kawin,2,18322578,Cibadak,7585791664341909
87,Perempuan,SMA,Guru,Kawin,0,5712197,Sukabumi,4021786745132802
65,Laki-laki,SD,Pegawai Negeri,Cerai,2,1949830,Cibadak,0202835228654006
52,Laki-laki,Diploma,Petani,Belum Kawin,0,12623928,Pelabuhan Ratu,8315543504749869
23,Perempuan,SD,Dokter,Kawin,4,997161,Pelabuhan Ratu,9292991453905696
51,Laki-laki,Sarjana,Pegawai Negeri,Kawin,1,11744598,Pelabuhan Ratu,3042748397631638
8,Laki-laki,Diploma,Guru,Belum Kawin,3,17340642,Cibadak,3191962813635170
72,Perempuan,SMP,Pengangguran,Kawin,0,10629472,Cisaat,5309555321908192
68,Laki-laki,SMP,Petani,Cerai,1,4083904,Pelabuhan Ratu,9036219749812527
42,Laki-laki,SD,Petani,Belum Kawin,5,4340398,Cibadak,6367053624478025
0,Perempuan,Sarjana,Dokter,Cerai,2,10365770,Pelabuhan Ratu,2695778442064376
43,Perempuan,Pascasarjana,Dokter,Belum Kawin,2,656201,Pelabuhan Ratu,8428621563146552
4,Laki-laki,Diploma,Pelajar,Belum Kawin,4,12710297,Parungkuda,6834176338260781
80,Perempuan,SMP,Dokter,Belum Kawin,1,4836142,Pelabuhan Ratu,7984777510740060
9,Perempuan,SMP,Pengangguran,Cerai,4,18274503,Pelabuhan Ratu,8461250782828500
57,Laki-laki,SMA,Petani,Kawin,4,14525462,Jampang,5531600482426816
52,Laki-laki,SMA,Pegawai Negeri,Belum Kawin,0,10185744,Sukabumi,6131558074638599
67,Laki-laki,Sarjana,Dokter,Belum Kawin,0,10441832,Pelabuhan Ratu,8379902411664429
8,Perempuan,SMA,Pengangguran,Kawin,4,15613411,Parungkuda,4490022734794990
34,Laki-laki,Diploma,Pegawai Negeri,Cerai,3,16597582,Parungkuda,5829802494063913
17,Laki-laki,Pascasarjana,Pengangguran,Belum Kawin,1,8519176,Cisaat,8716516923810509
9,Laki-laki,Diploma,Pengangguran,Belum Kawin,0,5671172,Cisaat,6255952888418676
9,Laki-laki,Diploma,Kuli,Cerai,3,14167312,Cisaat,0634143533659160
31,Perempuan,SMP,Pengangguran,Kawin,3,8083791,Cibadak,9013056214698666
54,Laki-laki,Sarjana,Guru,Belum Kawin,5,2437709,Jampang,8853001371718685
89,Perempuan,Pascasarjana,Dokter,Belum Kawin,3,17406699,Cisaat,9052001652672916
10,Perempuan,Sarjana,Kuli,Kawin,2,17108908,Pelabuhan Ratu,4870680308932640
60,Perempuan,Diploma,Dokter,Kawin,4,19473598,Pelabuhan Ratu,4024502842623197
41,Perempuan,Sarjana,Petani,Cerai,4,7028895,Sukabumi,9702280090666537
46,Laki-laki,SMP,Dokter,Kawin,1,6350790,Cisaat,1259459160976653
10,Perempuan,SD,Dokter,Cerai,2,17124759,Parungkuda,8002269147808829
24,Laki-laki,Pascasarjana,Kuli,Kawin,2,14230954,Cisaat,8941303907328357
67,Laki-laki,SMP,Pelajar,Kawin,1,6176994,Cisaat,5847883585435998
35,Perempuan,Sarjana,Kuli,Belum Kawin,4,19062650,Jampang,4447524996103595
44,Perempuan,SD,Pelajar,Cerai,0,13417036,Jampang,5034059091534518
31,Perempuan,Diploma,Dokter,Kawin,3,16445411,Sukabumi,5630943265107941
7,Laki-laki,Diploma,Pelajar,Kawin,4,13165255,Parungkuda,5294474636701499
19,Laki-laki,Diploma,Petani,Belum Kawin,5,16770479,Sukabumi,2596702804376806
27,Laki-laki,SD,Pengangguran,Cerai,1,12033191,Pelabuhan Ratu,4845540455376756
34,Perempuan,SD,Pengangguran,Cerai,5,4517679,Parungkuda,6019134354325573
22,Laki-laki,SD,Petani,Belum Kawin,1,2743667,Cibadak,3335855967198872
51,Laki-laki,Pascasarjana,Pengangguran,Kawin,3,7385980,Jampang,7750089718802311
26,Perempuan,SMP,Pegawai Negeri,Belum Kawin,4,5013021,Parungkuda,2476186434028066
35,Perempuan,Pascasarjana,Pengangguran,Cerai,3,19014114,Parungkuda,2028103436170363
68,Laki-laki,SD,Petani,Cerai,3,10229577,Sukabumi,7575007395707091
47,Laki-laki,SD,Pelajar,Belum Kawin,0,19982718,Sukabumi,0659613675981023
11,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,4,5902741,Pelabuhan Ratu,7369835828163842
9,Perempuan,Sarjana,Pelajar,Kawin,0,5511312,Cisaat,2589243445257917
8,Perempuan,SMP,Petani,Kawin,5,16642867,Jampang,6275177073157633
20,Laki-laki,Pascasarjana,Kuli,Belum Kawin,0,12010814,Cisaat,4771009902718617
43,Laki-laki,Diploma,Petani,Belum Kawin,0,17202058,Sukabumi,4630207849522673
52,Perempuan,SMP,Guru,Kawin,2,10462102,Cibadak,6137908475483834
73,Perempuan,Sarjana,Kuli,Kawin,0,11771385,Sukabumi,5226327552666898
73,Laki-laki,Diploma,Dokter,Cerai,1,12469234,Jampang,9808727252464389
68,Laki-laki,SMA,Pengangguran,Kawin,0,12866332,Cibadak,1804898309029197
46,Perempuan,Diploma,Dokter,Kawin,0,5629356,Cisaat,7868738336485206
88,Laki-laki,Pascasarjana,Pegawai Negeri,Kawin,3,3542281,Jampang,8282522580968328
66,Laki-laki,Sarjana,Kuli,Kawin,4,14311529,Pelabuhan Ratu,9275408330280962
89,Perempuan,Diploma,Pengangguran,Kawin,0,12989158,Sukabumi,6995429534692641
69,Laki-laki,Sarjana,Pegawai Negeri,Belum Kawin,5,14303541,Jampang,6610343906008766
38,Laki-laki,SMP,Kuli,Kawin,0,6923661,Parungkuda,9169187938613392
62,Laki-laki,SD,Kuli,Belum Kawin,5,17810054,Parungkuda,5031852896349970
80,Laki-laki,SD,Dokter,Cerai,1,10919809,Cibadak,0063575763819213
48,Laki-laki,SMA,Pelajar,Cerai,0,10032903,Pelabuhan Ratu,5054973973088519
2,Laki-laki,SMP,Guru,Cerai,5,11411072,Cisaat,7147062765208626
86,Perempuan,SMA,Petani,Cerai,4,15250710,Cisaat,6878396305991504
46,Perempuan,SD,Dokter,Cerai,4,958982,Jampang,8144743951792128
13,Perempuan,Pascasarjana,Pelajar,Belum Kawin,0,879223,Pelabuhan Ratu,7430207525370188
5,Perempuan,SD,Kuli,Kawin,4,18643959,Parungkuda,4695911450085696
66,Perempuan,SMA,Petani,Belum Kawin,1,11984308,Cibadak,1425596031451454
8,Laki-laki,SMP,Pelajar,Belum Kawin,3,7052972,Jampang,3041365997143327
6,Laki-laki,Sarjana,Dokter,Kawin,2,4339938,Pelabuhan Ratu,9277214032316974
53,Laki-laki,Diploma,Kuli,Cerai,5,4305960,Cisaat,6639476670899270
89,Perempuan,SMP,Pegawai Negeri,Kawin,0,2548612,Pelabuhan Ratu,8667807750355986
67,Perempuan,SD,Pengangguran,Belum Kawin,3,8392726,Pelabuhan Ratu,0905613473201963
30,Laki-laki,SMA,Petani,Belum Kawin,5,15271469,Jampang,6401397141458725
34,Laki-laki,SMA,Petani,Belum Kawin,2,2993259,Jampang,3199776262757402
77,Perempuan,SMP,Petani,Kawin,1,4196533,Cisaat,4966013473633652
20,Laki-laki,Diploma,Pelajar,Kawin,1,7574078,Sukabumi,7550640603445200
76,Perempuan,SMA,Pelajar,Cerai,5,6009191,Pelabuhan Ratu,4268683102315541
23,Perempuan,Diploma,Pelajar,Kawin,0,8070026,Cisaat,6726672376456427
2,Perempuan,Pascasarjana,Pelajar,Belum Kawin,4,13256958,Parungkuda,5368735077080712
11,Perempuan,SMA,Kuli,Cerai,4,4769548,Parungkuda,3156373750804403
1,Laki-laki,Pascasarjana,Dokter,Cerai,4,5911715,Pelabuhan Ratu,9839167788887594
8,Laki-laki,SMA,Petani,Kawin,4,15856284,Cisaat,9595673177744909
84,Perempuan,SMA,Pelajar,Kawin,4,17974618,Parungkuda,0097381219613466
54,Perempuan,SD,Pegawai Negeri,Kawin,3,3179639,Sukabumi,1693227187648837
63,Laki-laki,Pascasarjana,Petani,Cerai,5,18062850,Cibadak,3167367707836001
61,Perempuan,Pascasarjana,Pengangguran,Kawin,1,15515846,Pelabuhan Ratu,0398037354368705
21,Perempuan,Sarjana,Petani,Cerai,1,7677314,Cibadak,9921838526778702
11,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,3,17491593,Sukabumi,7416265831505793
80,Perempuan,Pascasarjana,Dokter,Belum Kawin,5,8883639,Pelabuhan Ratu,3857959893140019
73,Perempuan,SMA,Pegawai Negeri,Kawin,2,6425897,Cibadak,9956042934922126
12,Perempuan,SD,Kuli,Belum Kawin,3,11053041,Cisaat,6123241672588176
3,Laki-laki,Sarjana,Guru,Belum Kawin,3,14734300,Jampang,7327571028830478
37,Perempuan,Pascasarjana,Guru,Cerai,2,6160379,Sukabumi,7002820264737708
19,Perempuan,Diploma,Dokter,Kawin,1,5790739,Pelabuhan Ratu,2549974404131261
19,Perempuan,SMP,Guru,Belum Kawin,3,19306691,Jampang,7242106919165065
68,Perempuan,Pascasarjana,Kuli,Belum Kawin,2,14949815,Cibadak,1640488273497160
67,Perempuan,Pascasarjana,Petani,Cerai,1,10492269,Pelabuhan Ratu,7261086455659357
28,Laki-laki,SMP,Pengangguran,Cerai,4,7322688,Cibadak,4924908723788625
84,Laki-laki,SD,Pelajar,Belum Kawin,2,11729825,Sukabumi,3605380875341651
29,Laki-laki,Diploma,Pelajar,Cerai,2,3668264,Cibadak,9668389409888538
23,Perempuan,Pascasarjana,Kuli,Kawin,3,15574663,Parungkuda,4620502821110458
