Usia,Jenis_Kelamin,Pendidikan_Terakhir,Pekerjaan,Status_Perkawinan,Jumlah_Anak,Penghasilan_Bulanan,Kota_Tinggal,NIK
38,Laki-laki,SD,Guru,Belum Kawin,3,5068980,Cibadak,1040838235031684
26,Laki-laki,SD,Guru,Cerai,5,6203425,Jampang,2172969885123415
27,Laki-laki,Sarjana,Mahasiswa,Cerai,3,14099951,Jampang,4461964341752934
32,Laki-laki,SMA,Pelajar,Belum Kawin,5,17801309,Parungkuda,5946786545743998
22,Perempuan,Diploma,PNS,Kawin,0,12663321,Pelabuhan Ratu,5867450111103399
36,Perempuan,Sarjana,Kuli,Cerai,4,19656755,Sukabumi,9694633177548895
23,Perempuan,SMA,Pengangguran,Belum Kawin,3,6688044,Parungkuda,1389416255968848
36,Perempuan,Sarjana,Pengangguran,Kawin,3,2504772,Cibadak,4036545456224155
28,Perempuan,Sarjana,Guru,Kawin,2,2639813,Pelabuhan Ratu,2291641323883256
31,Perempuan,Diploma,PNS,Cerai,4,8528742,Sukabumi,6795736444089746
39,Laki-laki,SMP,PNS,Cerai,3,15919436,Jampang,7384336522555533
34,Laki-laki,SD,PNS,Cerai,3,9419768,Jampang,0216410651125734
30,Perempuan,Diploma,Pelajar,Cerai,2,15164481,Jampang,2206536395027652
37,Perempuan,SD,Guru,Cerai,4,3866971,Cibadak,6072413393898928
35,Perempuan,SMA,Kuli,Cerai,4,2510926,Parungkuda,4153778613236688
29,Laki-laki,SMA,PNS,Cerai,1,4320924,Jampang,6287984833729690
31,Perempuan,Diploma,PNS,Belum Kawin,5,2914113,Sukabumi,5644646167526344
25,Perempuan,SD,Mahasiswa,Kawin,0,12034546,Sukabumi,4827009590124191
30,Perempuan,SMA,Mahasiswa,Cerai,2,13999553,Pelabuhan Ratu,1160875656239743
22,Laki-laki,SMP,Pengangguran,Belum Kawin,5,3472772,Sukabumi,3456872178045678
28,Laki-laki,Pascasarjana,PNS,Cerai,0,10467900,Pelabuhan Ratu,8156011650098490
35,Perempuan,Sarjana,Mahasiswa,Kawin,1,7170946,Cisaat,8638493607335958
39,Perempuan,Diploma,Mahasiswa,Cerai,5,8540731,Sukabumi,3839743176254856
30,Perempuan,Pascasarjana,Pelajar,Belum Kawin,5,2223737,Sukabumi,6248826258886198
23,Perempuan,SMP,Pengangguran,Kawin,4,19399920,Parungkuda,0849594251709146
27,Perempuan,Diploma,PNS,Cerai,0,16589417,Parungkuda,5379439040001543
38,Laki-laki,Diploma,Guru,Belum Kawin,3,14964092,Pelabuhan Ratu,2560652924059635
28,Laki-laki,SD,Pelajar,Belum Kawin,1,13554348,Parungkuda,5228380998923854
30,Perempuan,SD,Pengangguran,Belum Kawin,3,15989730,Sukabumi,3638975850054669
24,Perempuan,SD,Pelajar,Kawin,3,14685778,Cisaat,0162561880001100
28,Perempuan,Pascasarjana,Kuli,Kawin,4,2277073,Parungkuda,9083752069928721
37,Perempuan,Diploma,Mahasiswa,Belum Kawin,1,17894495,Pelabuhan Ratu,5085736362600355
29,Perempuan,SMA,Pelajar,Belum Kawin,0,6690619,Cibadak,7398688280259703
36,Laki-laki,SMP,Kuli,Cerai,2,19699415,Cisaat,4797203078115248
33,Perempuan,Diploma,Pelajar,Kawin,1,17820894,Cisaat,3368012811828992
35,Laki-laki,Pascasarjana,PNS,Cerai,5,10061333,Jampang,7234008856671527
26,Perempuan,Sarjana,Pelajar,Cerai,3,13963715,Jampang,5276117748755369
23,Laki-laki,SD,PNS,Belum Kawin,2,14219438,Cisaat,4333785724145221
28,Perempuan,Diploma,Kuli,Cerai,1,10045173,Pelabuhan Ratu,0179888801515131
27,Laki-laki,Sarjana,Guru,Cerai,2,11073006,Cisaat,9439575796576887
37,Laki-laki,SMP,Pengangguran,Belum Kawin,1,13006592,Jampang,9219644959058437
24,Perempuan,SMP,Kuli,Belum Kawin,2,3715868,Cibadak,2000642905554595
38,Perempuan,SD,Pengangguran,Kawin,4,19680430,Cisaat,8778207007616596
24,Perempuan,SD,Pelajar,Belum Kawin,1,12681276,Cibadak,3743600082314604
39,Perempuan,Pascasarjana,Guru,Cerai,5,12856723,Cisaat,2037052763623965
36,Laki-laki,SD,Mahasiswa,Kawin,2,3527483,Cisaat,9460049242630388
25,Laki-laki,SD,Mahasiswa,Cerai,1,10946843,Cibadak,4308944104682771
34,Laki-laki,Sarjana,Kuli,Cerai,1,9424773,Cisaat,0233165561036015
34,Perempuan,SD,Guru,Cerai,1,6194172,Sukabumi,6648726422128996
23,Perempuan,SMP,Kuli,Cerai,0,13464277,Cisaat,6447862132126085
39,Perempuan,Diploma,Pengangguran,Kawin,1,13047989,Sukabumi,1546750231494502
37,Laki-laki,Diploma,Kuli,Kawin,2,16987458,Parungkuda,0470364914941229
22,Perempuan,Sarjana,Pengangguran,Kawin,4,7021264,Sukabumi,7858941265707757
26,Perempuan,Diploma,Pelajar,Cerai,3,11699755,Pelabuhan Ratu,4993927204579773
34,Perempuan,Sarjana,Pelajar,Belum Kawin,5,9970068,Jampang,1897213248667861
26,Perempuan,SMP,Pelajar,Cerai,0,6394345,Parungkuda,1245676360020907
27,Laki-laki,SMP,PNS,Cerai,5,17807336,Jampang,7276555261569542
39,Laki-laki,Pascasarjana,Pengangguran,Belum Kawin,4,15032184,Parungkuda,8645568473885105
24,Perempuan,Diploma,Guru,Kawin,4,835906,Cibadak,9987487491055180
22,Perempuan,SMA,Kuli,Belum Kawin,2,19292652,Cibadak,8976873013578356
34,Perempuan,SMA,PNS,Cerai,2,538417,Pelabuhan Ratu,8189643033153982
29,Perempuan,Pascasarjana,PNS,Cerai,2,11695604,Cibadak,5736586939783671
22,Perempuan,SMP,Pelajar,Belum Kawin,4,8600658,Cisaat,6080963815106227
32,Perempuan,SMA,Mahasiswa,Kawin,5,11629015,Cibadak,7677062064302305
34,Laki-laki,Diploma,Pengangguran,Cerai,3,1569917,Cibadak,4686002986547792
30,Laki-laki,SMP,Mahasiswa,Kawin,4,5901538,Jampang,2934365177421981
37,Laki-laki,SD,Kuli,Cerai,4,9749324,Parungkuda,6609053197842541
36,Laki-laki,SMA,PNS,Cerai,2,11605018,Cibadak,6217195870964737
32,Laki-laki,Pascasarjana,Mahasiswa,Kawin,0,4771015,Cisaat,5575166130540279
33,Perempuan,SMA,Pelajar,Kawin,0,18802777,Pelabuhan Ratu,8769813102732735
32,Laki-laki,Pascasarjana,Pengangguran,Belum Kawin,5,3474955,Pelabuhan Ratu,8141177449230972
33,Perempuan,SMP,Mahasiswa,Cerai,3,1783480,Pelabuhan Ratu,1274480226709284
27,Perempuan,Sarjana,Pengangguran,Cerai,4,19080997,Sukabumi,0303801731430261
36,Perempuan,Pascasarjana,Mahasiswa,Belum Kawin,5,12297777,Cibadak,2581338776813203
38,Perempuan,Sarjana,PNS,Kawin,2,5104803,Pelabuhan Ratu,8517268257825221
31,Laki-laki,Diploma,Pelajar,Cerai,4,2927680,Cibadak,7276133355510589
28,Perempuan,Pascasarjana,Guru,Cerai,5,5665555,Cibadak,9740889586184038
30,Laki-laki,SD,Pengangguran,Belum Kawin,3,18890348,Jampang,3111729414440917
23,Perempuan,Pascasarjana,Mahasiswa,Belum Kawin,2,4688618,Parungkuda,4017212634392462
22,Laki-laki,Pascasarjana,Guru,Kawin,1,2054664,Jampang,7405810168050200
34,Perempuan,Pascasarjana,Guru,Kawin,0,13229391,Sukabumi,9340522724855387
38,Perempuan,Diploma,Mahasiswa,Cerai,1,13400366,Cibadak,7761601130133117
23,Laki-laki,Diploma,Kuli,Kawin,0,14952966,Sukabumi,2260225933498921
25,Perempuan,Pascasarjana,Guru,Belum Kawin,2,3251555,Pelabuhan Ratu,3290694742676031
29,Perempuan,SMP,PNS,Kawin,0,9808720,Cibadak,8877751353755822
26,Perempuan,Sarjana,Mahasiswa,Kawin,0,8553419,Pelabuhan Ratu,7500853551350023
26,Perempuan,Pascasarjana,Pengangguran,Kawin,3,1953148,Pelabuhan Ratu,8914839269288549
25,Perempuan,Pascasarjana,Pelajar,Belum Kawin,0,3054307,Pelabuhan Ratu,6708392133185715
23,Laki-laki,Sarjana,Pengangguran,Belum Kawin,4,2497945,Cisaat,1441856450900786
34,Perempuan,Sarjana,Pelajar,Cerai,1,3017397,Cisaat,7789181738913793
23,Perempuan,SD,Pelajar,Kawin,2,17481638,Jampang,4832665226591678
23,Perempuan,SMP,Pelajar,Kawin,2,17948698,Jampang,1883237604517636
27,Perempuan,SMP,Pengangguran,Kawin,2,12019238,Jampang,2267517336557578
39,Laki-laki,SD,Pelajar,Cerai,4,2709557,Sukabumi,1363182407285370
27,Laki-laki,Pascasarjana,Pelajar,Kawin,3,12718566,Sukabumi,5161052003454965
27,Laki-laki,SMP,Pengangguran,Kawin,5,8137513,Sukabumi,7721827952995924
22,Laki-laki,SMA,Mahasiswa,Cerai,0,794723,Sukabumi,8378571979437023
28,Laki-laki,SD,Kuli,Kawin,5,5690869,Sukabumi,5190529298621902
24,Perempuan,Diploma,Pengangguran,Belum Kawin,3,5122316,Pelabuhan Ratu,8871091931526935
26,Perempuan,SMA,Mahasiswa,Belum Kawin,2,5531947,Parungkuda,1918468310193873
38,Laki-laki,Diploma,Mahasiswa,Belum Kawin,4,7187820,Cibadak,9201123904722251
32,Perempuan,SD,Kuli,Cerai,4,3463627,Sukabumi,4471335379708244
38,Laki-laki,SMP,Pelajar,Kawin,2,12115513,Cibadak,1891580064898463
25,Perempuan,Pascasarjana,Mahasiswa,Cerai,1,11627437,Sukabumi,9913487673796998
29,Laki-laki,SMP,Mahasiswa,Belum Kawin,3,1523675,Jampang,4746079287549809
24,Perempuan,SMA,PNS,Kawin,4,16595327,Sukabumi,0327243420207348
28,Laki-laki,Diploma,Guru,Cerai,5,16851385,Cisaat,2524967418629976
23,Laki-laki,SMP,Mahasiswa,Belum Kawin,4,18681408,Cibadak,2349794988161786
39,Perempuan,SMA,PNS,Belum Kawin,0,2221994,Sukabumi,6248524332562803
36,Perempuan,SMA,Kuli,Belum Kawin,3,10800596,Jampang,4784665496262760
25,Laki-laki,SMP,Mahasiswa,Cerai,0,9129167,Cibadak,8031423347927349
33,Laki-laki,Diploma,Kuli,Belum Kawin,2,785893,Cibadak,9113408975808745
25,Perempuan,SD,Pengangguran,Kawin,0,13902616,Cibadak,2653126887723244
34,Laki-laki,SMA,Pengangguran,Belum Kawin,5,8427277,Cibadak,2913311389414303
31,Perempuan,Pascasarjana,Pelajar,Cerai,0,12246585,Cisaat,6477331020893047
36,Perempuan,Sarjana,Kuli,Kawin,1,9979054,Parungkuda,3136753284758599
26,Laki-laki,SMA,Pelajar,Belum Kawin,2,13307621,Sukabumi,3456715334685454
35,Perempuan,Sarjana,Pelajar,Belum Kawin,0,18116657,Cibadak,7042281127797887
38,Laki-laki,SD,PNS,Kawin,0,19056808,Sukabumi,3428362912714934
31,Perempuan,Diploma,PNS,Cerai,2,10591356,Jampang,6923834200267106
33,Laki-laki,SMA,Guru,Kawin,5,9500532,Sukabumi,6257198198046573
39,Laki-laki,Pascasarjana,Mahasiswa,Belum Kawin,1,2448435,Sukabumi,1685399643644137
39,Laki-laki,Sarjana,Pengangguran,Cerai,2,11293098,Parungkuda,9520479087580735
32,Perempuan,SMA,Pelajar,Belum Kawin,5,6148270,Cisaat,8039764320057257
38,Laki-laki,SD,PNS,Cerai,4,14443690,Parungkuda,6880964196668752
38,Perempuan,SMA,Pengangguran,Cerai,1,9450152,Sukabumi,9650182183363215
38,Laki-laki,Diploma,Kuli,Belum Kawin,0,3481078,Cibadak,0063481906667702
28,Perempuan,SMA,Mahasiswa,Cerai,2,2086385,Sukabumi,3193519669158148
37,Perempuan,Pascasarjana,Kuli,Cerai,1,11056020,Parungkuda,7766553030723443
33,Perempuan,Pascasarjana,PNS,Belum Kawin,0,11178060,Cisaat,8697014280568663
30,Perempuan,SMA,Guru,Belum Kawin,1,6417566,Pelabuhan Ratu,4403537840484731
24,Laki-laki,SMP,Guru,Cerai,1,8532375,Sukabumi,8870005956584911
39,Perempuan,Diploma,PNS,Kawin,2,3966930,Pelabuhan Ratu,2372270005298534
32,Laki-laki,Sarjana,Pelajar,Kawin,4,2106087,Pelabuhan Ratu,3805892886405300
33,Perempuan,Sarjana,PNS,Belum Kawin,0,3408851,Pelabuhan Ratu,7025255553580041
36,Laki-laki,SMA,Pelajar,Belum Kawin,1,5698550,Parungkuda,0987080094932163
23,Perempuan,Sarjana,Guru,Kawin,1,8659161,Cisaat,7659732517738203
25,Laki-laki,Pascasarjana,PNS,Belum Kawin,1,7288008,Cisaat,2267905655984828
32,Laki-laki,Pascasarjana,Guru,Cerai,4,15792095,Cibadak,2771097122066488
32,Laki-laki,SMP,Guru,Cerai,4,6594878,Parungkuda,2443094823374845
22,Perempuan,Diploma,PNS,Cerai,3,4090713,Cibadak,0390418804152562
36,Laki-laki,SMP,Pengangguran,Belum Kawin,3,1016259,Cibadak,1754717645122028
32,Perempuan,SMA,Guru,Cerai,3,1153338,Cisaat,7384126361417619
37,Perempuan,Pascasarjana,PNS,Cerai,0,8163570,Pelabuhan Ratu,6632095964900010
33,Laki-laki,SD,Kuli,Belum Kawin,3,12268141,Cibadak,9938364532883726
35,Laki-laki,SMA,PNS,Kawin,4,17132119,Cisaat,0144209360669655
35,Perempuan,SMA,Mahasiswa,Kawin,3,4070551,Jampang,9248759953588030
32,Perempuan,Sarjana,Pelajar,Kawin,2,14840635,Sukabumi,1485866727105062
38,Laki-laki,Diploma,Mahasiswa,Cerai,1,871167,Cisaat,6835273650762274
34,Laki-laki,Diploma,PNS,Cerai,1,11293938,Cibadak,9854587609683760
26,Perempuan,SD,PNS,Belum Kawin,2,12094458,Cisaat,7433041385179566
32,Laki-laki,Sarjana,PNS,Kawin,2,2665145,Cisaat,6149682015950885
38,Laki-laki,SMP,Mahasiswa,Kawin,1,9337325,Cisaat,1556598449939839
38,Perempuan,Diploma,Mahasiswa,Cerai,3,15819566,Jampang,3565872403699632
36,Laki-laki,SMP,Mahasiswa,Belum Kawin,2,14830434,Parungkuda,1865347643902874
37,Perempuan,Sarjana,Pengangguran,Kawin,0,18423536,Cibadak,0127646188439892
36,Laki-laki,Sarjana,Pelajar,Kawin,1,2450789,Cibadak,0891043035876940
28,Perempuan,SMP,Pengangguran,Belum Kawin,2,7349378,Pelabuhan Ratu,0842307176072228
37,Laki-laki,Sarjana,Kuli,Belum Kawin,5,3919465,Sukabumi,9089907578025248
24,Perempuan,SMA,Guru,Belum Kawin,0,2075683,Pelabuhan Ratu,3285108053473843
31,Perempuan,Pascasarjana,PNS,Cerai,3,11938173,Jampang,9901357142633969
32,Laki-laki,Diploma,Pengangguran,Cerai,0,2211965,Sukabumi,7265850493434344
28,Laki-laki,Pascasarjana,Kuli,Cerai,1,6803913,Cibadak,3120646714899190
30,Perempuan,SMA,Kuli,Belum Kawin,5,7769394,Sukabumi,2822020387315065
31,Perempuan,Pascasarjana,Guru,Cerai,0,6462839,Cisaat,7620445473660243
39,Laki-laki,SMP,Mahasiswa,Kawin,1,8006478,Sukabumi,5942103679079117
29,Perempuan,Pascasarjana,Pelajar,Belum Kawin,5,14347490,Sukabumi,0044424854243087
39,Perempuan,Sarjana,Pelajar,Kawin,3,8704283,Sukabumi,0964738810301375
31,Laki-laki,SMP,Mahasiswa,Cerai,2,12304904,Pelabuhan Ratu,0566373040051684
28,Laki-laki,Pascasarjana,Kuli,Cerai,2,10828659,Pelabuhan Ratu,4172956484756890
25,Laki-laki,SMA,Kuli,Belum Kawin,0,14231149,Cibadak,2038934162158019
35,Perempuan,SMP,Mahasiswa,Kawin,4,3040351,Cibadak,8735148494697311
22,Perempuan,SMA,Mahasiswa,Belum Kawin,4,3384601,Jampang,1061909585969620
34,Perempuan,SMA,Mahasiswa,Belum Kawin,5,4858397,Sukabumi,0751589512786926
29,Perempuan,SMP,Pelajar,Belum Kawin,4,5666417,Pelabuhan Ratu,6140403867237082
24,Perempuan,SD,Guru,Kawin,3,16395021,Parungkuda,2298373355292547
27,Laki-laki,Pascasarjana,Kuli,Belum Kawin,3,2831433,Parungkuda,5599633585621144
25,Perempuan,SMA,PNS,Cerai,5,4400948,Jampang,5242367241526467
33,Perempuan,SMP,PNS,Belum Kawin,3,11574432,Jampang,7512552433796939
35,Perempuan,Sarjana,Pengangguran,Belum Kawin,2,3540441,Sukabumi,4903865919774565
39,Laki-laki,SD,Guru,Kawin,2,5748855,Jampang,2835857847697730
28,Perempuan,Diploma,Pelajar,Kawin,1,11026348,Pelabuhan Ratu,0805433646172865
32,Laki-laki,SMP,Guru,Belum Kawin,5,19956329,Pelabuhan Ratu,7513508742697634
32,Laki-laki,Pascasarjana,Pelajar,Kawin,1,10034075,Sukabumi,1387299530140258
32,Perempuan,Pascasarjana,Guru,Cerai,5,542231,Pelabuhan Ratu,0203684031744568
35,Perempuan,SD,Pelajar,Kawin,2,5067222,Parungkuda,5948791387653153
31,Perempuan,SMA,Pelajar,Kawin,0,8979757,Jampang,8426351701218443
38,Laki-laki,Diploma,Pengangguran,Belum Kawin,1,7733052,Pelabuhan Ratu,9443338075923746
22,Laki-laki,Diploma,Mahasiswa,Belum Kawin,3,13536727,Cisaat,9804132409142081
29,Laki-laki,Sarjana,PNS,Cerai,5,14684714,Sukabumi,8549398229139140
25,Laki-laki,SMA,PNS,Kawin,1,11069151,Cisaat,6825986041806215
39,Perempuan,SMA,Pelajar,Kawin,4,14456313,Sukabumi,0393927514151317
25,Perempuan,Diploma,Mahasiswa,Cerai,0,11339539,Cisaat,1983089834219438
27,Perempuan,Sarjana,Pelajar,Belum Kawin,0,7831367,Pelabuhan Ratu,5164710869015225
22,Perempuan,SMP,PNS,Kawin,3,14079177,Sukabumi,1985807165626743
30,Laki-laki,SMP,Guru,Kawin,1,7532829,Parungkuda,5842649085116245
34,Laki-laki,Sarjana,Pelajar,Kawin,5,7893104,Pelabuhan Ratu,8688918046872404
28,Laki-laki,SD,Guru,Cerai,4,3194096,Cibadak,4055356060012368
29,Perempuan,Sarjana,Kuli,Belum Kawin,0,14481448,Parungkuda,4414683414757718
25,Laki-laki,SMA,Mahasiswa,Cerai,0,11845836,Cisaat,6891168442824272
39,Perempuan,SD,PNS,Kawin,3,6513568,Sukabumi,3960153749529216
26,Perempuan,Sarjana,Mahasiswa,Belum Kawin,2,5462031,Cisaat,4803166464428043
26,Laki-laki,Diploma,Kuli,Kawin,4,6482514,Cisaat,9767720701824902
36,Laki-laki,SMP,Pelajar,Belum Kawin,5,9962469,Cibadak,5355016919131923
30,Perempuan,Diploma,Mahasiswa,Cerai,1,9093751,Parungkuda,2424730177711771
29,Laki-laki,Sarjana,PNS,Cerai,1,19590084,Pelabuhan Ratu,9203514612612262
35,Laki-laki,Sarjana,Pengangguran,Kawin,5,14027568,Sukabumi,4528925734222109
31,Laki-laki,SD,Kuli,Cerai,2,5585085,Sukabumi,0741456107484468
37,Perempuan,Diploma,Pengangguran,Belum Kawin,2,5344583,Jampang,1342169787824079
35,Laki-laki,SMP,Pelajar,Kawin,2,12065556,Cisaat,2414002689858325
36,Perempuan,Pascasarjana,Pelajar,Cerai,2,2031537,Jampang,2892921813009300
33,Perempuan,Diploma,Pelajar,Belum Kawin,1,4171676,Parungkuda,4595001676567502
26,Perempuan,Diploma,Kuli,Cerai,2,18638662,Pelabuhan Ratu,2324200261715351
24,Laki-laki,SD,Kuli,Cerai,0,18029336,Cibadak,8492965029511741
27,Perempuan,Sarjana,Mahasiswa,Kawin,0,2531598,Jampang,6775857734066174
27,Perempuan,SMA,PNS,Kawin,0,17951648,Cisaat,4950828710146911
35,Perempuan,SD,Pelajar,Belum Kawin,0,16016268,Pelabuhan Ratu,9423667376849530
30,Perempuan,Diploma,Guru,Cerai,3,8356651,Jampang,4762295425433653
33,Perempuan,SMP,Pelajar,Kawin,5,7097865,Cibadak,6955871038489584
22,Laki-laki,SMA,Guru,Kawin,3,9594855,Cibadak,9181056416444643
38,Perempuan,Diploma,Kuli,Belum Kawin,5,7281785,Cibadak,2462883118769064
38,Perempuan,Sarjana,Pengangguran,Kawin,1,19701908,Cisaat,8035314379607641
32,Perempuan,Diploma,Guru,Cerai,0,8807481,Cibadak,4127161387091087
22,Perempuan,Sarjana,Kuli,Cerai,4,17120932,Cisaat,8399778073118198
37,Perempuan,SMP,Guru,Kawin,1,17826681,Sukabumi,5139408588166502
23,Perempuan,SMA,Pelajar,Cerai,0,16071707,Pelabuhan Ratu,9785351342115232
24,Perempuan,Sarjana,Kuli,Cerai,0,6791292,Cisaat,7464034124239226
28,Laki-laki,Sarjana,Pelajar,Kawin,5,7708970,Pelabuhan Ratu,6774113874128594
25,Laki-laki,SMA,Pelajar,Belum Kawin,4,14755201,Jampang,6820896262781345
31,Laki-laki,Pascasarjana,Pelajar,Belum Kawin,2,10383131,Parungkuda,2086044550275981
30,Laki-laki,SMP,Pelajar,Cerai,4,7113968,Cibadak,7630316016570812
30,Laki-laki,Diploma,Guru,Belum Kawin,4,4555757,Cibadak,9467735695488451
35,Perempuan,Diploma,Mahasiswa,Kawin,5,13715499,Cibadak,6112966452698601
23,Perempuan,SMA,Guru,Cerai,2,5503289,Parungkuda,5910480819318508
37,Perempuan,Diploma,Kuli,Kawin,0,15267683,Cibadak,0621894268701784
31,Perempuan,SD,Kuli,Belum Kawin,0,8820459,Parungkuda,3388582018497306
30,Laki-laki,Sarjana,Pelajar,Cerai,5,1795975,Parungkuda,6364426983216176
31,Perempuan,SMA,Pengangguran,Cerai,0,7052165,Jampang,7889425459667155
29,Perempuan,SMP,Pelajar,Kawin,0,18295109,Jampang,1253649049382693
22,Laki-laki,SMP,Pengangguran,Kawin,1,16568599,Cibadak,5998746356304724
38,Perempuan,SD,PNS,Cerai,4,15379868,Sukabumi,6737461578023095
29,Perempuan,SMA,PNS,Cerai,4,599008,Parungkuda,3692804882222379
30,Laki-laki,Pascasarjana,Mahasiswa,Belum Kawin,5,8156658,Jampang,2467715167966270
39,Perempuan,Diploma,Pelajar,Kawin,2,7798319,Jampang,5746238224981459
23,Perempuan,Sarjana,Pengangguran,Cerai,0,9967081,Cisaat,2644375021993156
25,Laki-laki,Sarjana,Kuli,Belum Kawin,5,19872389,Parungkuda,9376827394967510
29,Laki-laki,Sarjana,Pelajar,Kawin,2,14625302,Pelabuhan Ratu,0549179719787754
28,Laki-laki,Sarjana,PNS,Belum Kawin,0,6902759,Parungkuda,6607872189148267
24,Laki-laki,Pascasarjana,PNS,Kawin,3,7797670,Pelabuhan Ratu,9022863087436813
26,Laki-laki,SMA,Pengangguran,Belum Kawin,0,7153903,Sukabumi,1969479593827358
35,Laki-laki,Pascasarjana,Guru,Belum Kawin,2,15027574,Pelabuhan Ratu,0751686456775133
36,Perempuan,Diploma,Pengangguran,Cerai,0,6666801,Jampang,9061253892071056
33,Perempuan,SMP,PNS,Belum Kawin,2,10684521,Cibadak,2966204387609797
25,Perempuan,Sarjana,Pelajar,Kawin,0,10378417,Pelabuhan Ratu,7804071298159410
33,Laki-laki,Sarjana,Guru,Kawin,0,4204158,Pelabuhan Ratu,6171640203088044
33,Perempuan,Diploma,Pengangguran,Kawin,2,7396257,Pelabuhan Ratu,7010098159832157
37,Laki-laki,SMA,Pengangguran,Belum Kawin,4,4733606,Parungkuda,5081380249266626
32,Laki-laki,SMA,Guru,Cerai,5,6557249,Sukabumi,0336579417585051
30,Laki-laki,Sarjana,PNS,Kawin,4,6927725,Parungkuda,7456018869796675
32,Perempuan,SMP,PNS,Cerai,5,5396809,Cisaat,7873233925736048
24,Perempuan,SD,Pelajar,Cerai,1,9130664,Parungkuda,6733871717865037
38,Perempuan,Diploma,PNS,Kawin,4,8006334,Cibadak,5872571532633644
35,Laki-laki,Sarjana,Mahasiswa,Belum Kawin,4,17846707,Pelabuhan Ratu,6867062686605960
36,Laki-laki,SMP,Pelajar,Kawin,1,6522100,Sukabumi,6915288401741365
28,Laki-laki,Diploma,Guru,Belum Kawin,2,15480163,Sukabumi,7647071055290942
25,Laki-laki,Sarjana,Pelajar,Kawin,3,10037361,Pelabuhan Ratu,7446394022104050
34,Laki-laki,Sarjana,Pengangguran,Belum Kawin,0,7835921,Parungkuda,8692511167173464
37,Perempuan,Sarjana,Mahasiswa,Kawin,5,16205306,Cibadak,9542637360283046
28,Perempuan,SMA,PNS,Cerai,2,8806666,Parungkuda,4761184885224921
31,Laki-laki,Diploma,Kuli,Kawin,4,13623436,Parungkuda,2921082995882577
27,Laki-laki,Diploma,Mahasiswa,Belum Kawin,2,12691767,Pelabuhan Ratu,3443264226970961
25,Perempuan,Diploma,Kuli,Belum Kawin,4,3700627,Cibadak,6783996349616260
35,Laki-laki,SD,Mahasiswa,Cerai,0,1759248,Parungkuda,6834096240307223
35,Perempuan,SMP,Pengangguran,Kawin,3,8052466,Jampang,8680298512853708
36,Laki-laki,SMA,Pengangguran,Belum Kawin,0,13333593,Jampang,2996861458069678
22,Perempuan,SD,Pelajar,Belum Kawin,0,11829089,Pelabuhan Ratu,5964579272261097
31,Perempuan,Diploma,Kuli,Cerai,0,4353611,Parungkuda,7123125406510197
25,Perempuan,SMA,PNS,Cerai,3,2014061,Pelabuhan Ratu,3826345892084012
32,Laki-laki,SD,Mahasiswa,Kawin,0,10644343,Jampang,8064612625001060
35,Laki-laki,SMA,Guru,Belum Kawin,4,19573090,Cisaat,2945819893872706
34,Perempuan,Sarjana,Pengangguran,Kawin,0,3668259,Jampang,2980355765565856
36,Perempuan,Sarjana,Guru,Cerai,2,4575894,Cibadak,2594936237534223
30,Perempuan,Sarjana,Mahasiswa,Cerai,0,9567369,Parungkuda,7290324932453737
33,Laki-laki,Diploma,Pengangguran,Kawin,4,17060848,Sukabumi,0238110248794272
37,Perempuan,Diploma,Pelajar,Cerai,3,17434549,Pelabuhan Ratu,6447941307105850
29,Laki-laki,SMA,Kuli,Kawin,0,2996245,Jampang,6694014032912383
23,Laki-laki,Diploma,Pelajar,Belum Kawin,0,6144013,Cisaat,6257415581380697
29,Laki-laki,SD,Guru,Cerai,0,16732785,Pelabuhan Ratu,6426508402815465
36,Perempuan,SMA,Pengangguran,Cerai,4,15557077,Jampang,6726099661277648
24,Perempuan,Pascasarjana,PNS,Cerai,3,8061441,Sukabumi,0881052516787904
28,Perempuan,Pascasarjana,Kuli,Kawin,1,19721042,Cisaat,4869114539157974
23,Laki-laki,Sarjana,Pelajar,Kawin,0,14610293,Jampang,9275197162746689
30,Laki-laki,SMP,Pelajar,Kawin,0,5505518,Cisaat,2513562082463838
31,Laki-laki,Sarjana,PNS,Cerai,3,7920169,Pelabuhan Ratu,4269123481839202
26,Laki-laki,SMP,PNS,Belum Kawin,1,19825925,Pelabuhan Ratu,9039076408360329
22,Perempuan,Pascasarjana,Pelajar,Belum Kawin,0,8501274,Cibadak,6292492895988179
38,Laki-laki,Sarjana,PNS,Cerai,5,1431584,Jampang,9182058945261672
28,Perempuan,Sarjana,PNS,Cerai,2,17690196,Jampang,0152581229639422
38,Laki-laki,Pascasarjana,Pengangguran,Kawin,2,2019961,Parungkuda,3544854839182867
23,Perempuan,SMP,Kuli,Cerai,5,19402412,Cisaat,6716331110020996
26,Laki-laki,SMP,Guru,Kawin,1,13140717,Sukabumi,3483520886311765
37,Perempuan,Pascasarjana,Guru,Cerai,3,5758578,Pelabuhan Ratu,6388285199649362
32,Laki-laki,SMA,Pengangguran,Kawin,4,14274360,Pelabuhan Ratu,7520862193390548
33,Laki-laki,Sarjana,Pengangguran,Cerai,1,10813565,Cibadak,1049928346037846
31,Perempuan,Sarjana,Pengangguran,Kawin,2,9930865,Parungkuda,3161857021502982
36,Laki-laki,SMP,Mahasiswa,Kawin,1,5112114,Cisaat,2771856016194590
